lower,upper,category,dependents,tax
347000,350000,甲,7,0
350000,353000,甲,7,0
353000,356000,甲,7,0
356000,359000,甲,7,0
359000,362000,甲,7,0
362000,365000,甲,7,0
365000,368000,甲,7,0
368000,371000,甲,7,0
371000,374000,甲,7,0
374000,377000,甲,7,0
377000,380000,甲,7,0
380000,383000,甲,7,0
383000,386000,甲,7,0
386000,389000,甲,7,170
389000,392000,甲,7,300
392000,395000,甲,7,420
395000,398000,甲,7,540
398000,401000,甲,7,660
401000,404000,甲,7,790
404000,407000,甲,7,910
407000,410000,甲,7,1030
410000,413000,甲,7,1150
413000,416000,甲,7,1280
416000,419000,甲,7,1400
419000,422000,甲,7,1520
422000,425000,甲,7,1640
425000,428000,甲,7,1770
428000,431000,甲,7,1890
431000,434000,甲,7,2010
434000,437000,甲,7,2130
437000,440000,甲,7,2260
440000,443000,甲,7,2380
443000,446000,甲,7,2500
446000,449000,甲,7,2620
449000,452000,甲,7,2750
452000,455000,甲,7,2870
455000,458000,甲,7,2990
458000,461000,甲,7,3110
461000,464000,甲,7,3240
464000,467000,甲,7,3360
467000,470000,甲,7,3480
470000,473000,甲,7,3600
473000,476000,甲,7,3730
476000,479000,甲,7,3850
479000,482000,甲,7,3970
332000,335000,乙,0,63700
335000,338000,乙,0,64700
338000,341000,乙,0,65800
341000,344000,乙,0,66800
344000,347000,乙,0,67800
347000,350000,乙,0,68800
350000,353000,乙,0,69800
353000,356000,乙,0,70900
356000,359000,乙,0,71900
359000,362000,乙,0,72900
362000,365000,乙,0,73900
365000,368000,乙,0,74900
368000,371000,乙,0,76000
371000,374000,乙,0,76900
374000,377000,乙,0,77800
377000,380000,乙,0,78700
380000,383000,乙,0,79600
383000,386000,乙,0,80600
386000,389000,乙,0,82000
389000,392000,乙,0,83600
392000,395000,乙,0,85400
395000,398000,乙,0,87100
398000,401000,乙,0,88700
401000,404000,乙,0,90500
404000,407000,乙,0,92200
407000,410000,乙,0,93800
410000,413000,乙,0,95600
413000,416000,乙,0,97300
416000,419000,乙,0,98900
419000,422000,乙,0,100700
422000,425000,乙,0,102400
425000,428000,乙,0,104000
428000,431000,乙,0,105800
431000,434000,乙,0,107500
434000,437000,乙,0,109100
437000,440000,乙,0,110900
440000,443000,乙,0,112600
443000,446000,乙,0,114200
446000,449000,乙,0,116000
449000,452000,乙,0,117600
452000,455000,乙,0,119400
455000,458000,乙,0,121100
458000,461000,乙,0,122700
461000,464000,乙,0,124500
464000,467000,乙,0,126200
467000,470000,乙,0,127800
470000,473000,乙,0,129600
473000,476000,乙,0,131200
476000,479000,乙,0,132800
479000,482000,乙,0,134500
482000,485000,甲,0,25250
485000,488000,甲,0,25740
488000,491000,甲,0,26230
491000,494000,甲,0,26720
494000,497000,甲,0,27210
497000,500000,甲,0,27700
500000,503000,甲,0,28190
503000,506000,甲,0,28680
506000,509000,甲,0,29170
509000,512000,甲,0,29660
512000,515000,甲,0,30150
515000,518000,甲,0,30640
518000,521000,甲,0,31130
521000,524000,甲,0,31620
524000,527000,甲,0,32110
527000,530000,甲,0,32600
530000,533000,甲,0,33090
533000,536000,甲,0,33580
536000,539000,甲,0,34070
539000,542000,甲,0,34560
542000,545000,甲,0,35050
545000,548000,甲,0,35540
548000,551000,甲,0,36030
551000,554000,甲,0,36570
554000,557000,甲,0,37120
557000,560000,甲,0,37670
560000,563000,甲,0,38230
563000,566000,甲,0,38780
566000,569000,甲,0,39330
569000,572000,甲,0,39880
572000,575000,甲,0,40430
575000,578000,甲,0,40980
578000,581000,甲,0,41530
581000,584000,甲,0,42090
584000,587000,甲,0,42640
587000,590000,甲,0,43190
590000,593000,甲,0,43740
593000,596000,甲,0,44290
596000,599000,甲,0,44840
599000,602000,甲,0,45390
602000,605000,甲,0,45950
605000,608000,甲,0,46500
608000,611000,甲,0,47050
611000,614000,甲,0,47600
614000,617000,甲,0,48150
617000,620000,甲,0,48700
620000,623000,甲,0,49250
623000,626000,甲,0,49800
626000,629000,甲,0,50360
629000,632000,甲,0,50910
482000,485000,甲,1,19290
485000,488000,甲,1,19530
488000,491000,甲,1,19780
491000,494000,甲,1,20260
494000,497000,甲,1,20750
497000,500000,甲,1,21240
500000,503000,甲,1,21730
503000,506000,甲,1,22220
506000,509000,甲,1,22710
509000,512000,甲,1,23200
512000,515000,甲,1,23690
515000,518000,甲,1,24180
518000,521000,甲,1,24670
521000,524000,甲,1,25160
524000,527000,甲,1,25650
527000,530000,甲,1,26140
530000,533000,甲,1,26630
533000,536000,甲,1,27120
536000,539000,甲,1,27610
539000,542000,甲,1,28100
542000,545000,甲,1,28590
545000,548000,甲,1,29080
548000,551000,甲,1,29570
551000,554000,甲,1,30110
554000,557000,甲,1,30660
557000,560000,甲,1,31210
560000,563000,甲,1,31760
563000,566000,甲,1,32310
566000,569000,甲,1,32870
569000,572000,甲,1,33420
572000,575000,甲,1,33970
575000,578000,甲,1,34520
578000,581000,甲,1,35070
581000,584000,甲,1,35620
584000,587000,甲,1,36170
587000,590000,甲,1,36730
590000,593000,甲,1,37280
593000,596000,甲,1,37830
596000,599000,甲,1,38380
599000,602000,甲,1,38930
602000,605000,甲,1,39480
605000,608000,甲,1,40030
608000,611000,甲,1,40580
611000,614000,甲,1,41140
614000,617000,甲,1,41690
617000,620000,甲,1,42240
620000,623000,甲,1,42790
623000,626000,甲,1,43340
626000,629000,甲,1,43890
629000,632000,甲,1,44440
482000,485000,甲,2,16050
485000,488000,甲,2,16300
488000,491000,甲,2,16540
491000,494000,甲,2,16790
494000,497000,甲,2,17030
497000,500000,甲,2,17280
500000,503000,甲,2,17520
503000,506000,甲,2,17770
506000,509000,甲,2,18010
509000,512000,甲,2,18260
512000,515000,甲,2,18500
515000,518000,甲,2,18750
518000,521000,甲,2,18990
521000,524000,甲,2,19240
524000,527000,甲,2,19480
527000,530000,甲,2,19730
530000,533000,甲,2,20160
533000,536000,甲,2,20650
536000,539000,甲,2,21140
539000,542000,甲,2,21630
542000,545000,甲,2,22130
545000,548000,甲,2,22620
548000,551000,甲,2,23110
551000,554000,甲,2,23650
554000,557000,甲,2,24200
557000,560000,甲,2,24750
560000,563000,甲,2,25300
563000,566000,甲,2,25850
566000,569000,甲,2,26400
569000,572000,甲,2,26950
572000,575000,甲,2,27510
575000,578000,甲,2,28060
578000,581000,甲,2,28610
581000,584000,甲,2,29160
584000,587000,甲,2,29710
587000,590000,甲,2,30260
590000,593000,甲,2,30810
593000,596000,甲,2,31370
596000,599000,甲,2,31920
599000,602000,甲,2,32470
602000,605000,甲,2,33020
605000,608000,甲,2,33570
608000,611000,甲,2,34120
611000,614000,甲,2,34670
614000,617000,甲,2,35220
617000,620000,甲,2,35780
620000,623000,甲,2,36330
623000,626000,甲,2,36880
626000,629000,甲,2,37430
629000,632000,甲,2,37980
482000,485000,甲,3,12810
485000,488000,甲,3,13060
488000,491000,甲,3,13300
491000,494000,甲,3,13550
494000,497000,甲,3,13790
497000,500000,甲,3,14040
500000,503000,甲,3,14280
503000,506000,甲,3,14530
506000,509000,甲,3,14770
509000,512000,甲,3,15020
512000,515000,甲,3,15260
515000,518000,甲,3,15510
518000,521000,甲,3,15750
521000,524000,甲,3,16000
524000,527000,甲,3,16240
527000,530000,甲,3,16490
530000,533000,甲,3,16730
533000,536000,甲,3,16980
536000,539000,甲,3,17220
539000,542000,甲,3,17470
542000,545000,甲,3,17710
545000,548000,甲,3,17960
548000,551000,甲,3,18200
551000,554000,甲,3,18480
554000,557000,甲,3,18760
557000,560000,甲,3,19030
560000,563000,甲,3,19310
563000,566000,甲,3,19580
566000,569000,甲,3,19930
569000,572000,甲,3,20480
572000,575000,甲,3,21030
575000,578000,甲,3,21580
578000,581000,甲,3,22140
581000,584000,甲,3,22690
584000,587000,甲,3,23240
587000,590000,甲,3,23790
590000,593000,甲,3,24340
593000,596000,甲,3,24890
596000,599000,甲,3,25440
599000,602000,甲,3,25990
602000,605000,甲,3,26550
605000,608000,甲,3,27100
608000,611000,甲,3,27650
611000,614000,甲,3,28200
614000,617000,甲,3,28750
617000,620000,甲,3,29300
620000,623000,甲,3,29850
623000,626000,甲,3,30410
626000,629000,甲,3,30960
629000,632000,甲,3,31510
482000,485000,甲,4,9590
485000,488000,甲,4,9830
488000,491000,甲,4,10080
491000,494000,甲,4,10320
494000,497000,甲,4,10570
497000,500000,甲,4,10810
500000,503000,甲,4,11060
503000,506000,甲,4,11300
506000,509000,甲,4,11550
509000,512000,甲,4,11790
512000,515000,甲,4,12040
515000,518000,甲,4,12280
518000,521000,甲,4,12530
521000,524000,甲,4,12770
524000,527000,甲,4,13020
527000,530000,甲,4,13260
530000,533000,甲,4,13510
533000,536000,甲,4,13750
536000,539000,甲,4,14000
539000,542000,甲,4,14240
542000,545000,甲,4,14490
545000,548000,甲,4,14730
548000,551000,甲,4,14980
551000,554000,甲,4,15240
554000,557000,甲,4,15520
557000,560000,甲,4,15790
560000,563000,甲,4,16070
563000,566000,甲,4,16350
566000,569000,甲,4,16620
569000,572000,甲,4,16900
572000,575000,甲,4,17170
575000,578000,甲,4,17450
578000,581000,甲,4,17720
581000,584000,甲,4,18000
584000,587000,甲,4,18280
587000,590000,甲,4,18550
590000,593000,甲,4,18830
593000,596000,甲,4,19100
596000,599000,甲,4,19380
599000,602000,甲,4,19650
602000,605000,甲,4,20080
605000,608000,甲,4,20630
608000,611000,甲,4,21190
611000,614000,甲,4,21740
614000,617000,甲,4,22290
617000,620000,甲,4,22840
620000,623000,甲,4,23390
623000,626000,甲,4,23940
626000,629000,甲,4,24490
629000,632000,甲,4,25050
482000,485000,甲,5,7320
485000,488000,甲,5,7440
488000,491000,甲,5,7570
491000,494000,甲,5,7690
494000,497000,甲,5,7810
497000,500000,甲,5,7930
500000,503000,甲,5,8060
503000,506000,甲,5,8180
506000,509000,甲,5,8310
509000,512000,甲,5,8560
512000,515000,甲,5,8800
515000,518000,甲,5,9050
518000,521000,甲,5,9290
521000,524000,甲,5,9540
524000,527000,甲,5,9780
527000,530000,甲,5,10030
530000,533000,甲,5,10270
533000,536000,甲,5,10520
536000,539000,甲,5,10760
539000,542000,甲,5,11010
542000,545000,甲,5,11250
545000,548000,甲,5,11500
548000,551000,甲,5,11740
551000,554000,甲,5,12020
554000,557000,甲,5,12290
557000,560000,甲,5,12570
560000,563000,甲,5,12840
563000,566000,甲,5,13120
566000,569000,甲,5,13400
569000,572000,甲,5,13670
572000,575000,甲,5,13950
575000,578000,甲,5,14220
578000,581000,甲,5,14500
581000,584000,甲,5,14770
584000,587000,甲,5,15050
587000,590000,甲,5,15330
590000,593000,甲,5,15600
593000,596000,甲,5,15880
596000,599000,甲,5,16150
599000,602000,甲,5,16430
602000,605000,甲,5,16700
605000,608000,甲,5,16980
608000,611000,甲,5,17250
611000,614000,甲,5,17530
614000,617000,甲,5,17810
617000,620000,甲,5,18080
620000,623000,甲,5,18360
623000,626000,甲,5,18630
626000,629000,甲,5,18910
629000,632000,甲,5,19180
482000,485000,甲,6,5710
485000,488000,甲,6,5830
488000,491000,甲,6,5950
491000,494000,甲,6,6070
494000,497000,甲,6,6200
497000,500000,甲,6,6320
500000,503000,甲,6,6440
503000,506000,甲,6,6570
506000,509000,甲,6,6690
509000,512000,甲,6,6810
512000,515000,甲,6,6930
515000,518000,甲,6,7060
518000,521000,甲,6,7180
521000,524000,甲,6,7300
524000,527000,甲,6,7420
527000,530000,甲,6,7550
530000,533000,甲,6,7670
533000,536000,甲,6,7790
536000,539000,甲,6,7910
539000,542000,甲,6,8040
542000,545000,甲,6,8160
545000,548000,甲,6,8280
548000,551000,甲,6,8500
551000,554000,甲,6,8780
554000,557000,甲,6,9060
557000,560000,甲,6,9330
560000,563000,甲,6,9610
563000,566000,甲,6,9880
566000,569000,甲,6,10160
569000,572000,甲,6,10430
572000,575000,甲,6,10710
575000,578000,甲,6,10990
578000,581000,甲,6,11260
581000,584000,甲,6,11540
584000,587000,甲,6,11810
587000,590000,甲,6,12090
590000,593000,甲,6,12360
593000,596000,甲,6,12640
596000,599000,甲,6,12920
599000,602000,甲,6,13190
602000,605000,甲,6,13470
605000,608000,甲,6,13740
608000,611000,甲,6,14020
611000,614000,甲,6,14290
614000,617000,甲,6,14570
617000,620000,甲,6,14850
620000,623000,甲,6,15120
623000,626000,甲,6,15400
626000,629000,甲,6,15670
629000,632000,甲,6,15950
482000,485000,甲,7,4090
485000,488000,甲,7,4220
488000,491000,甲,7,4340
491000,494000,甲,7,4460
494000,497000,甲,7,4580
497000,500000,甲,7,4710
500000,503000,甲,7,4830
503000,506000,甲,7,4950
506000,509000,甲,7,5070
509000,512000,甲,7,5200
512000,515000,甲,7,5320
515000,518000,甲,7,5440
518000,521000,甲,7,5560
521000,524000,甲,7,5690
524000,527000,甲,7,5810
527000,530000,甲,7,5930
530000,533000,甲,7,6050
533000,536000,甲,7,6180
536000,539000,甲,7,6300
539000,542000,甲,7,6420
542000,545000,甲,7,6540
545000,548000,甲,7,6670
548000,551000,甲,7,6790
551000,554000,甲,7,6920
554000,557000,甲,7,7060
557000,560000,甲,7,7200
560000,563000,甲,7,7330
563000,566000,甲,7,7470
566000,569000,甲,7,7610
569000,572000,甲,7,7750
572000,575000,甲,7,7880
575000,578000,甲,7,8030
578000,581000,甲,7,8160
581000,584000,甲,7,8300
584000,587000,甲,7,8580
587000,590000,甲,7,8850
590000,593000,甲,7,9130
593000,596000,甲,7,9400
596000,599000,甲,7,9680
599000,602000,甲,7,9950
602000,605000,甲,7,10230
605000,608000,甲,7,10510
608000,611000,甲,7,10780
611000,614000,甲,7,11060
614000,617000,甲,7,11330
617000,620000,甲,7,11610
620000,623000,甲,7,11880
623000,626000,甲,7,12160
626000,629000,甲,7,12440
629000,632000,甲,7,12710
482000,485000,乙,0,136100
485000,488000,乙,0,137600
488000,491000,乙,0,139300
491000,494000,乙,0,140900
494000,497000,乙,0,142500
497000,500000,乙,0,144100
500000,503000,乙,0,145700
503000,506000,乙,0,147300
506000,509000,乙,0,149000
509000,512000,乙,0,150500
512000,515000,乙,0,152100
515000,518000,乙,0,153800
518000,521000,乙,0,155400
521000,524000,乙,0,156900
524000,527000,乙,0,158600
527000,530000,乙,0,160200
530000,533000,乙,0,161600
533000,536000,乙,0,163200
536000,539000,乙,0,164600
539000,542000,乙,0,166000
542000,545000,乙,0,167500
545000,548000,乙,0,169000
548000,551000,乙,0,170500
551000,554000,乙,0,171900
554000,557000,乙,0,173400
557000,560000,乙,0,174900
560000,563000,乙,0,176300
563000,566000,乙,0,177900
566000,569000,乙,0,179300
569000,572000,乙,0,180700
572000,575000,乙,0,182200
575000,578000,乙,0,183700
578000,581000,乙,0,185200
581000,584000,乙,0,186600
584000,587000,乙,0,188100
587000,590000,乙,0,189600
590000,593000,乙,0,191000
593000,596000,乙,0,192600
596000,599000,乙,0,194000
599000,602000,乙,0,195400
602000,605000,乙,0,197000
605000,608000,乙,0,198400
608000,611000,乙,0,199900
611000,614000,乙,0,201300
614000,617000,乙,0,202800
617000,620000,乙,0,204300
620000,623000,乙,0,205700
623000,626000,乙,0,207300
626000,629000,乙,0,208700
629000,632000,乙,0,210100
632000,635000,甲,0,51460
635000,638000,甲,0,52010
638000,641000,甲,0,52560
641000,644000,甲,0,53110
644000,647000,甲,0,53660
647000,650000,甲,0,54220
650000,653000,甲,0,54770
653000,656000,甲,0,55320
656000,659000,甲,0,55870
659000,662000,甲,0,56420
662000,665000,甲,0,56970
665000,668000,甲,0,57520
668000,671000,甲,0,58070
671000,674000,甲,0,58630
674000,677000,甲,0,59180
677000,680000,甲,0,59730
680000,683000,甲,0,60280
683000,686000,甲,0,60830
686000,689000,甲,0,61380
689000,692000,甲,0,61930
692000,695000,甲,0,62490
695000,698000,甲,0,63040
698000,701000,甲,0,63590
701000,704000,甲,0,64140
704000,707000,甲,0,64690
707000,710000,甲,0,65250
710000,713000,甲,0,65860
713000,716000,甲,0,66480
716000,719000,甲,0,67090
719000,722000,甲,0,67700
722000,725000,甲,0,68320
725000,728000,甲,0,68930
728000,731000,甲,0,69540
731000,734000,甲,0,70150
734000,737000,甲,0,70770
737000,740000,甲,0,71380
632000,635000,甲,1,45000
635000,638000,甲,1,45550
638000,641000,甲,1,46100
641000,644000,甲,1,46650
644000,647000,甲,1,47200
647000,650000,甲,1,47750
650000,653000,甲,1,48300
653000,656000,甲,1,48850
656000,659000,甲,1,49410
659000,662000,甲,1,49960
662000,665000,甲,1,50510
665000,668000,甲,1,51060
668000,671000,甲,1,51610
671000,674000,甲,1,52160
674000,677000,甲,1,52710
677000,680000,甲,1,53270
680000,683000,甲,1,53820
683000,686000,甲,1,54370
686000,689000,甲,1,54920
689000,692000,甲,1,55470
692000,695000,甲,1,56020
695000,698000,甲,1,56570
698000,701000,甲,1,57120
701000,704000,甲,1,57680
704000,707000,甲,1,58230
707000,710000,甲,1,58780
710000,713000,甲,1,59390
713000,716000,甲,1,60000
716000,719000,甲,1,60620
719000,722000,甲,1,61230
722000,725000,甲,1,61840
725000,728000,甲,1,62450
728000,731000,甲,1,63070
731000,734000,甲,1,63680
734000,737000,甲,1,64290
737000,740000,甲,1,64900
632000,635000,甲,2,38530
635000,638000,甲,2,39080
638000,641000,甲,2,39640
641000,644000,甲,2,40190
644000,647000,甲,2,40740
647000,650000,甲,2,41290
650000,653000,甲,2,41840
653000,656000,甲,2,42390
656000,659000,甲,2,42940
659000,662000,甲,2,43490
662000,665000,甲,2,44050
665000,668000,甲,2,44600
668000,671000,甲,2,45150
671000,674000,甲,2,45700
674000,677000,甲,2,46250
677000,680000,甲,2,46800
680000,683000,甲,2,47350
683000,686000,甲,2,47910
686000,689000,甲,2,48460
689000,692000,甲,2,49010
692000,695000,甲,2,49560
695000,698000,甲,2,50110
698000,701000,甲,2,50660
701000,704000,甲,2,51210
704000,707000,甲,2,51760
707000,710000,甲,2,52320
710000,713000,甲,2,52930
713000,716000,甲,2,53540
716000,719000,甲,2,54150
719000,722000,甲,2,54770
722000,725000,甲,2,55380
725000,728000,甲,2,55990
728000,731000,甲,2,56600
731000,734000,甲,2,57220
734000,737000,甲,2,57830
737000,740000,甲,2,58440
632000,635000,甲,3,32060
635000,638000,甲,3,32610
638000,641000,甲,3,33160
641000,644000,甲,3,33710
644000,647000,甲,3,34260
647000,650000,甲,3,34820
650000,653000,甲,3,35370
653000,656000,甲,3,35920
656000,659000,甲,3,36470
659000,662000,甲,3,37020
662000,665000,甲,3,37570
665000,668000,甲,3,38120
668000,671000,甲,3,38680
671000,674000,甲,3,39230
674000,677000,甲,3,39780
677000,680000,甲,3,40330
680000,683000,甲,3,40880
683000,686000,甲,3,41430
686000,689000,甲,3,41980
689000,692000,甲,3,42530
692000,695000,甲,3,43090
695000,698000,甲,3,43640
698000,701000,甲,3,44190
701000,704000,甲,3,44740
704000,707000,甲,3,45290
707000,710000,甲,3,45850
710000,713000,甲,3,46470
713000,716000,甲,3,47080
716000,719000,甲,3,47690
719000,722000,甲,3,48300
722000,725000,甲,3,48920
725000,728000,甲,3,49530
728000,731000,甲,3,50140
731000,734000,甲,3,50750
734000,737000,甲,3,51370
737000,740000,甲,3,51980
632000,635000,甲,4,25600
635000,638000,甲,4,26150
638000,641000,甲,4,26700
641000,644000,甲,4,27250
644000,647000,甲,4,27800
647000,650000,甲,4,28350
650000,653000,甲,4,28900
653000,656000,甲,4,29460
656000,659000,甲,4,30010
659000,662000,甲,4,30560
662000,665000,甲,4,31110
665000,668000,甲,4,31660
668000,671000,甲,4,32210
671000,674000,甲,4,32760
674000,677000,甲,4,33320
677000,680000,甲,4,33870
680000,683000,甲,4,34420
683000,686000,甲,4,34970
686000,689000,甲,4,35520
689000,692000,甲,4,36070
692000,695000,甲,4,36620
695000,698000,甲,4,37170
698000,701000,甲,4,37730
701000,704000,甲,4,38280
704000,707000,甲,4,38830
707000,710000,甲,4,39380
710000,713000,甲,4,39990
713000,716000,甲,4,40610
716000,719000,甲,4,41220
719000,722000,甲,4,41830
722000,725000,甲,4,42440
725000,728000,甲,4,43060
728000,731000,甲,4,43670
731000,734000,甲,4,44280
734000,737000,甲,4,44890
737000,740000,甲,4,45510
632000,635000,甲,5,19460
635000,638000,甲,5,19740
638000,641000,甲,5,20240
641000,644000,甲,5,20790
644000,647000,甲,5,21340
647000,650000,甲,5,21890
650000,653000,甲,5,22440
653000,656000,甲,5,22990
656000,659000,甲,5,23540
659000,662000,甲,5,24100
662000,665000,甲,5,24650
665000,668000,甲,5,25200
668000,671000,甲,5,25750
671000,674000,甲,5,26300
674000,677000,甲,5,26850
677000,680000,甲,5,27400
680000,683000,甲,5,27950
683000,686000,甲,5,28510
686000,689000,甲,5,29060
689000,692000,甲,5,29610
692000,695000,甲,5,30160
695000,698000,甲,5,30710
698000,701000,甲,5,31260
701000,704000,甲,5,31810
704000,707000,甲,5,32370
707000,710000,甲,5,32920
710000,713000,甲,5,33530
713000,716000,甲,5,34140
716000,719000,甲,5,34750
719000,722000,甲,5,35370
722000,725000,甲,5,35980
725000,728000,甲,5,36590
728000,731000,甲,5,37210
731000,734000,甲,5,37820
734000,737000,甲,5,38430
737000,740000,甲,5,39040
632000,635000,甲,6,16220
635000,638000,甲,6,16500
638000,641000,甲,6,16780
641000,644000,甲,6,17050
644000,647000,甲,6,17330
647000,650000,甲,6,17600
650000,653000,甲,6,17880
653000,656000,甲,6,18150
656000,659000,甲,6,18430
659000,662000,甲,6,18700
662000,665000,甲,6,18980
665000,668000,甲,6,19260
668000,671000,甲,6,19530
671000,674000,甲,6,19830
674000,677000,甲,6,20380
677000,680000,甲,6,20930
680000,683000,甲,6,21480
683000,686000,甲,6,22030
686000,689000,甲,6,22580
689000,692000,甲,6,23140
692000,695000,甲,6,23690
695000,698000,甲,6,24240
698000,701000,甲,6,24790
701000,704000,甲,6,25340
704000,707000,甲,6,25890
707000,710000,甲,6,26450
710000,713000,甲,6,27070
713000,716000,甲,6,27680
716000,719000,甲,6,28290
719000,722000,甲,6,28900
722000,725000,甲,6,29520
725000,728000,甲,6,30130
728000,731000,甲,6,30740
731000,734000,甲,6,31350
734000,737000,甲,6,31970
737000,740000,甲,6,32580
632000,635000,甲,7,12990
635000,638000,甲,7,13260
638000,641000,甲,7,13540
641000,644000,甲,7,13810
644000,647000,甲,7,14090
647000,650000,甲,7,14370
650000,653000,甲,7,14640
653000,656000,甲,7,14920
656000,659000,甲,7,15190
659000,662000,甲,7,15470
662000,665000,甲,7,15740
665000,668000,甲,7,16020
668000,671000,甲,7,16300
671000,674000,甲,7,16570
674000,677000,甲,7,16850
677000,680000,甲,7,17120
680000,683000,甲,7,17400
683000,686000,甲,7,17670
686000,689000,甲,7,17950
689000,692000,甲,7,18220
692000,695000,甲,7,18500
695000,698000,甲,7,18780
698000,701000,甲,7,19050
701000,704000,甲,7,19330
704000,707000,甲,7,19600
707000,710000,甲,7,19980
710000,713000,甲,7,20590
713000,716000,甲,7,21210
716000,719000,甲,7,21820
719000,722000,甲,7,22430
722000,725000,甲,7,23040
725000,728000,甲,7,23660
728000,731000,甲,7,24270
731000,734000,甲,7,24880
734000,737000,甲,7,25490
737000,740000,甲,7,26110
632000,635000,乙,0,211700
635000,638000,乙,0,213100
638000,641000,乙,0,214600
641000,644000,乙,0,215900
644000,647000,乙,0,217000
647000,650000,乙,0,218000
650000,653000,乙,0,219000
653000,656000,乙,0,220000
656000,659000,乙,0,221000
659000,662000,乙,0,222100
662000,665000,乙,0,223100
665000,668000,乙,0,224100
668000,671000,乙,0,225000
671000,674000,乙,0,226000
674000,677000,乙,0,227100
677000,680000,乙,0,228100
680000,683000,乙,0,229100
683000,686000,乙,0,230100
686000,689000,乙,0,231500
689000,692000,乙,0,233000
692000,695000,乙,0,234500
695000,698000,乙,0,236100
698000,701000,乙,0,237600
701000,704000,乙,0,239100
704000,707000,乙,0,240800
707000,710000,乙,0,242300
710000,713000,乙,0,243800
713000,716000,乙,0,245300
716000,719000,乙,0,246900
719000,722000,乙,0,248400
722000,725000,乙,0,250000
725000,728000,乙,0,251600
728000,731000,乙,0,253100
731000,734000,乙,0,254600
734000,737000,乙,0,256200
737000,740000,乙,0,257700
